temperature,load,vibration,humidity,age,failure
64.0,107.0,2.99,91.5,1.6,1
83.2,58.2,1.86,51.7,2.6,0
83.1,66.6,0.87,40.1,13.8,0
89.8,87.1,1.46,82.8,19.3,1
76.4,91.6,0.96,92.1,16.7,0
77.1,86.3,0.4,29.2,18.5,0
70.5,96.9,0.46,71.7,3.3,0
64.2,50.6,0.88,28.6,12.5,0
25.0,107.2,0.87,83.7,5.2,0
68.2,64.8,1.5,86.5,17.2,0
71.2,32.6,1.87,28.2,28.4,0
82.8,26.0,0.8,94.3,20.8,0
85.6,15.7,0.4,25.3,20.4,0
99.9,15.0,0.4,48.5,6.1,1
95.5,76.6,0.68,52.5,7.9,1
86.7,31.1,4.6,30.1,9.1,1
89.3,48.2,7.5,41.8,26.4,1
78.7,28.4,6.89,37.7,24.2,1
90.0,42.7,0.98,65.5,25.1,0
73.1,65.5,0.4,54.1,16.9,0
77.0,15.0,7.5,34.5,20.6,1
62.9,92.1,1.19,54.3,11.4,0
95.0,102.9,0.4,58.0,17.1,1
74.1,88.5,1.49,43.3,21.2,0
92.8,68.9,2.39,67.7,15.2,0
57.0,101.8,1.3,45.2,1.2,0
34.9,61.3,2.39,26.7,18.0,0
66.9,80.8,0.94,61.5,27.0,0
72.1,85.6,3.98,66.8,24.5,1
60.1,65.2,0.4,43.8,6.8,0
53.3,38.5,1.46,66.2,13.4,0
71.6,29.2,0.6,53.0,24.5,0
87.2,75.3,4.86,26.4,5.5,1
86.0,103.9,2.05,90.2,29.9,1
50.5,84.2,3.81,28.4,7.7,0
76.1,51.6,3.53,60.0,20.6,0
82.1,44.6,2.57,46.9,12.9,0
71.4,84.1,2.61,73.4,29.0,0
50.3,55.7,2.0,76.1,17.7,0
41.7,46.9,1.87,77.2,7.7,0
40.2,48.1,0.4,79.8,27.4,0
55.5,28.8,0.4,59.0,4.2,0
53.4,37.5,2.98,86.3,9.8,0
75.6,69.3,2.07,48.2,15.5,0
70.9,110.7,0.4,46.8,24.3,1
74.1,88.5,3.01,91.2,10.1,0
86.5,81.2,2.04,42.7,26.3,0
100.5,54.3,0.4,83.6,16.9,1
78.9,43.3,1.29,67.3,14.4,0
74.8,49.0,3.29,72.0,21.2,0
83.7,55.1,2.33,32.9,12.8,0
71.4,31.5,0.51,90.9,9.6,0
58.6,91.7,0.4,25.8,16.8,0
72.0,31.9,1.32,55.8,26.5,0
125.0,112.8,0.4,93.8,8.2,1
57.9,27.8,0.99,80.0,6.7,0
76.9,85.5,0.98,57.1,8.4,0
97.7,81.7,7.5,55.5,27.7,1
59.8,58.5,0.41,54.3,7.4,0
80.2,65.3,4.76,55.1,4.5,0
28.8,65.9,0.85,68.5,21.8,0
59.8,49.4,1.06,72.3,15.8,0
73.0,61.5,1.19,94.1,22.9,0
38.7,68.3,0.76,25.5,12.7,0
80.0,49.8,0.74,82.9,1.0,0
53.8,67.2,0.62,54.2,11.9,0
30.6,60.1,0.4,91.7,2.7,0
48.9,41.7,2.75,33.6,19.4,0
71.3,90.7,0.4,91.9,8.2,0
72.0,96.5,4.91,88.6,24.8,1
65.0,66.7,0.6,45.2,11.9,0
27.8,72.7,0.4,46.7,15.6,0
79.8,79.8,1.87,35.9,16.9,0
54.6,50.9,0.58,91.9,28.7,0
61.1,59.3,0.4,52.5,28.5,0
58.1,90.9,0.76,68.9,6.6,0
89.3,72.6,0.4,48.4,10.1,0
91.8,68.5,3.03,51.7,4.8,0
56.9,46.4,0.64,70.0,18.4,0
93.3,51.3,1.14,81.1,6.2,0
91.3,37.6,0.4,73.3,10.2,0
57.6,48.7,0.4,35.3,9.6,0
67.9,57.3,0.4,46.5,27.9,0
53.5,84.1,1.45,62.4,6.7,0
48.2,29.5,2.57,48.7,28.6,0
95.2,56.7,0.46,77.1,27.7,0
34.8,42.4,5.87,56.1,15.2,0
63.4,95.3,3.01,48.9,13.6,0
60.9,84.0,2.84,90.9,19.1,0
79.2,54.7,0.4,53.1,20.5,0
97.1,54.9,0.79,69.4,6.4,1
97.2,47.6,2.49,58.8,7.3,0
66.4,74.1,1.16,87.9,16.2,0
83.3,39.2,0.42,25.1,2.1,0
85.3,72.2,1.44,35.7,22.1,0
79.9,21.1,1.88,29.8,27.0,0
61.7,45.0,3.04,66.8,12.4,0
66.4,80.8,0.4,79.4,25.6,0
63.0,33.9,0.4,74.5,16.5,0
77.4,75.9,3.51,71.7,13.6,0
68.9,78.9,0.54,28.7,22.1,0
55.3,116.7,1.65,36.6,12.0,1
74.3,63.9,2.34,89.6,23.1,0
74.8,86.6,1.66,59.3,16.3,0
72.4,16.2,0.4,81.4,6.4,0
53.1,45.3,0.58,64.1,11.1,0
30.8,62.6,2.4,27.6,14.8,0
63.8,62.6,2.43,59.0,3.5,0
68.3,72.4,1.71,41.6,15.0,0
65.7,46.3,1.27,78.8,2.8,0
50.3,66.4,0.4,28.7,25.2,0
64.2,50.5,0.4,56.4,17.8,0
34.7,79.2,0.68,32.5,11.6,0
62.1,68.2,2.17,45.0,19.3,0
47.3,15.0,2.55,44.7,10.2,0
67.5,82.4,0.52,49.0,25.7,0
80.6,120.0,0.4,26.1,28.9,1
38.6,67.2,4.85,65.3,4.7,0
94.3,71.9,0.94,86.6,19.8,1
82.6,53.3,0.41,88.6,23.1,0
46.6,85.2,0.4,78.0,14.8,0
44.2,60.0,1.14,35.4,29.6,0
61.0,55.3,0.41,78.8,13.3,0
68.9,60.7,3.05,87.0,3.5,0
83.5,63.8,0.88,83.1,4.9,0
75.5,74.3,0.58,48.3,21.3,0
78.7,49.0,2.41,29.5,12.2,0
48.4,88.7,1.03,85.9,6.2,0
88.6,44.9,0.9,67.6,13.9,0
81.5,58.8,1.16,36.8,11.3,0
57.1,59.0,1.58,86.9,5.4,0
86.0,99.3,0.95,60.3,1.2,0
87.3,90.0,0.4,50.8,29.4,1
25.0,67.6,1.57,80.8,26.1,0
40.7,15.0,0.88,92.7,21.2,0
67.4,15.0,3.78,39.3,25.0,0
56.3,63.9,6.43,60.9,9.4,1
66.2,41.1,0.4,45.9,23.6,0
40.2,58.5,0.4,48.3,28.3,0
66.9,59.8,2.23,93.9,2.5,0
73.0,50.8,0.6,37.9,2.1,0
48.1,33.2,0.4,79.8,1.3,0
75.1,67.8,1.02,62.5,14.8,0
63.4,55.3,1.72,89.9,28.9,0
25.0,74.6,0.59,92.1,5.1,0
78.9,47.1,7.5,28.8,17.8,1
76.9,15.0,0.54,47.2,3.5,0
75.7,80.6,0.4,81.7,28.5,0
68.8,74.3,0.4,43.0,14.0,0
84.3,105.7,0.94,36.8,29.3,1
67.9,87.9,1.66,40.9,16.8,0
102.8,90.3,0.4,51.9,11.1,1
93.8,54.4,1.19,80.6,17.7,1
58.2,45.3,1.26,43.3,1.3,0
71.0,110.3,1.06,92.7,17.6,1
71.6,97.9,0.84,31.5,14.3,0
86.0,55.7,0.5,92.7,28.8,0
45.6,20.5,1.34,73.1,8.9,0
65.6,50.5,0.79,47.1,15.2,0
57.4,32.9,1.55,93.8,8.0,0
88.9,83.4,1.68,31.2,20.6,0
56.2,43.9,3.32,27.1,25.5,0
41.3,57.4,0.4,91.7,3.1,0
47.8,79.9,0.4,45.3,7.9,0
60.4,32.0,2.19,40.2,11.6,0
66.8,37.0,1.27,79.4,25.9,0
